,date,location,total_vaccinations,total_distributed,people_vaccinated,share_doses_used,,
0,1/12/2021,Alabama,78134,377025,70861,0.207,,3169400652
1,1/13/2021,Alabama,84040,378975,74792,0.222,,
2,1/14/2021,Alabama,92300,435350,80480,0.212,,
3,1/15/2021,Alabama,100567,444650,86956,0.226,,
4,1/16/2021,Alabama,,,,,,
5,1/17/2021,Alabama,,,,,,
6,1/18/2021,Alabama,,,,,,
7,1/19/2021,Alabama,130795,444650,114319,0.294,,
8,1/20/2021,Alabama,139200,483275,121113,0.288,,
9,1/21/2021,Alabama,165919,493125,144429,0.336,,
10,1/22/2021,Alabama,199314,519525,174317,0.384,,
11,1/23/2021,Alabama,221540,521225,193955,0.425,,
12,1/24/2021,Alabama,243737,521225,213833,0.468,,
13,1/25/2021,Alabama,250612,521225,220464,0.481,,
14,1/26/2021,Alabama,254959,569000,223854,0.448,,
15,1/27/2021,Alabama,266444,634000,232633,0.42,,
16,1/28/2021,Alabama,278993,655275,241337,0.426,,
17,1/29/2021,Alabama,300915,659400,256601,0.456,,
18,1/30/2021,Alabama,342436,659400,288368,0.519,,
19,1/31/2021,Alabama,353974,659400,298301,0.537,,
20,2/1/2021,Alabama,358280,659400,301628,0.543,,
21,2/2/2021,Alabama,371882,680550,312711,0.546,,
22,2/3/2021,Alabama,388339,765150,324998,0.508,,
23,2/4/2021,Alabama,408428,799675,338845,0.511,,
24,2/5/2021,Alabama,430597,799875,353522,0.538,,
25,2/6/2021,Alabama,455173,804100,370275,0.566,,
26,2/7/2021,Alabama,462332,804100,375567,0.575,,
27,2/8/2021,Alabama,467636,804100,378514,0.582,,
28,2/9/2021,Alabama,490969,823600,395196,0.596,,
29,2/10/2021,Alabama,515802,861175,412462,0.599,,
30,2/11/2021,Alabama,543237,911875,431259,0.596,,
31,2/12/2021,Alabama,571115,936200,448071,0.61,,
32,2/13/2021,Alabama,601159,963600,467032,0.624,,
33,2/14/2021,Alabama,612254,965550,474065,0.634,,
34,2/15/2021,Alabama,,,,,,
35,2/16/2021,Alabama,636682,1015775,486206,0.627,,
36,2/17/2021,Alabama,650020,1032175,494424,0.63,,
37,2/18/2021,Alabama,672038,1032175,505660,0.651,,
38,2/19/2021,Alabama,739132,1077600,545431,0.686,,
39,2/20/2021,Alabama,776936,1078800,560968,0.72,,
40,2/21/2021,Alabama,788613,1082100,567505,0.729,,
41,2/22/2021,Alabama,793614,1082100,570355,0.733,,
42,2/23/2021,Alabama,815108,1084440,580477,0.752,,
43,2/24/2021,Alabama,839703,1138650,591009,0.737,,
44,1/12/2021,Alaska,35838,141600,22486,0.253,,
45,1/13/2021,Alaska,38680,149475,24541,0.259,,
46,1/14/2021,Alaska,42596,150450,35508,0.283,,
47,1/15/2021,Alaska,49039,150450,39546,0.326,,
48,1/16/2021,Alaska,,,,,,
49,1/17/2021,Alaska,,,,,,
50,1/18/2021,Alaska,,,,,,
51,1/19/2021,Alaska,66331,150450,55434,0.441,,
52,1/20/2021,Alaska,68293,150350,56911,0.454,,
53,1/21/2021,Alaska,71907,154325,59449,0.466,,
54,1/22/2021,Alaska,81096,155500,67262,0.522,,
55,1/23/2021,Alaska,88344,155700,73014,0.567,,
56,1/24/2021,Alaska,94257,155700,77925,0.605,,
57,1/25/2021,Alaska,97031,155700,80226,0.623,,
58,1/26/2021,Alaska,98149,162925,81200,0.602,,
59,1/27/2021,Alaska,101597,170575,83363,0.596,,
60,1/28/2021,Alaska,105858,178075,85672,0.594,,
61,1/29/2021,Alaska,110396,192350,88654,0.574,,
62,1/30/2021,Alaska,115268,193150,91794,0.597,,
63,1/31/2021,Alaska,119590,193150,94889,0.619,,
64,2/1/2021,Alaska,122020,193150,96396,0.632,,
65,2/2/2021,Alaska,123443,196975,97076,0.627,,
66,2/3/2021,Alaska,125765,229975,98076,0.547,,
67,2/4/2021,Alaska,129936,240325,99596,0.541,,
68,2/5/2021,Alaska,134002,245700,101225,0.545,,
69,2/6/2021,Alaska,139147,248500,103163,0.56,,
70,2/7/2021,Alaska,146082,248500,106311,0.588,,
71,2/8/2021,Alaska,150934,248500,109890,0.607,,
72,2/9/2021,Alaska,152874,256900,110936,0.595,,
73,2/10/2021,Alaska,156255,260300,112448,0.6,,
74,2/11/2021,Alaska,162273,270250,116001,0.6,,
75,2/12/2021,Alaska,167436,271350,118189,0.617,,
76,2/13/2021,Alaska,175138,271550,122463,0.645,,
77,2/14/2021,Alaska,183831,271550,126381,0.677,,
78,2/15/2021,Alaska,,,,,,
79,2/16/2021,Alaska,191008,271550,129658,0.703,,
80,2/17/2021,Alaska,193617,271550,130751,0.713,,
81,2/18/2021,Alaska,199151,271550,133491,0.733,,
82,2/19/2021,Alaska,216223,299935,143887,0.721,,
83,2/20/2021,Alaska,227403,299935,148299,0.758,,
84,2/21/2021,Alaska,235141,299935,152349,0.784,,
85,2/22/2021,Alaska,238279,299935,153349,0.794,,
86,2/23/2021,Alaska,239927,304875,154392,0.787,,
87,2/24/2021,Alaska,243650,315765,156027,0.772,,
88,1/12/2021,American Samoa,2124,10650,842,0.199,,
89,1/13/2021,American Samoa,2577,10650,1193,0.242,,
90,1/14/2021,American Samoa,2971,10650,2409,0.279,,
91,1/15/2021,American Samoa,3883,18450,3144,0.21,,
92,1/16/2021,American Samoa,,,,,,
93,1/17/2021,American Samoa,,,,,,
94,1/18/2021,American Samoa,,,,,,
95,1/19/2021,American Samoa,4756,18450,3985,0.258,,
96,1/20/2021,American Samoa,5313,18450,4476,0.288,,
97,1/21/2021,American Samoa,5664,18450,4734,0.307,,
98,1/22/2021,American Samoa,6569,18450,5627,0.356,,
99,1/23/2021,American Samoa,6831,18450,5881,0.37,,
100,1/24/2021,American Samoa,8046,18450,7096,0.436,,
101,1/25/2021,American Samoa,8046,18450,7096,0.436,,
102,1/26/2021,American Samoa,8315,18450,7365,0.451,,
103,1/27/2021,American Samoa,9085,18450,8133,0.492,,
104,1/28/2021,American Samoa,9085,18450,8133,0.492,,
105,1/29/2021,American Samoa,9925,18450,8926,0.538,,
106,1/30/2021,American Samoa,9925,18450,8926,0.538,,
107,1/31/2021,American Samoa,9925,18450,8926,0.538,,
108,2/1/2021,American Samoa,10761,18450,9713,0.583,,
109,2/2/2021,American Samoa,10761,18450,9713,0.583,,
110,2/3/2021,American Samoa,11066,18450,9759,0.6,,
111,2/4/2021,American Samoa,11257,29450,9761,0.382,,
112,2/5/2021,American Samoa,12029,29450,9775,0.408,,
113,2/6/2021,American Samoa,12259,29450,9779,0.416,,
114,2/7/2021,American Samoa,12259,29450,9779,0.416,,
115,2/8/2021,American Samoa,12259,29450,9779,0.416,,
116,2/9/2021,American Samoa,12680,29450,9792,0.431,,
117,2/10/2021,American Samoa,13318,29450,9818,0.452,,
118,2/11/2021,American Samoa,13513,29450,9822,0.459,,
119,2/12/2021,American Samoa,15032,29450,10057,0.51,,
120,2/13/2021,American Samoa,15382,29450,10062,0.522,,
121,2/14/2021,American Samoa,15382,29450,10062,0.522,,
122,2/15/2021,American Samoa,,,,,,
123,2/16/2021,American Samoa,16109,29450,10236,0.547,,
124,2/17/2021,American Samoa,16269,29450,10267,0.552,,
125,2/18/2021,American Samoa,16269,29450,10267,0.552,,
126,2/19/2021,American Samoa,16269,29450,10267,0.552,,
127,2/20/2021,American Samoa,17740,29450,10831,0.602,,
128,2/21/2021,American Samoa,18778,29450,10948,0.638,,
129,2/22/2021,American Samoa,18816,29450,10978,0.639,,
130,2/23/2021,American Samoa,18816,29450,10978,0.639,,
131,2/24/2021,American Samoa,19739,29450,11738,0.67,,
132,1/12/2021,Arizona,141355,563025,95141,0.251,,
133,1/13/2021,Arizona,154745,569525,104387,0.272,,
134,1/14/2021,Arizona,173665,570625,157397,0.304,,
135,1/15/2021,Arizona,197086,571725,176213,0.345,,
136,1/16/2021,Arizona,,,,,,
137,1/17/2021,Arizona,,,,,,
138,1/18/2021,Arizona,,,,,,
139,1/19/2021,Arizona,266276,571725,235331,0.466,,
140,1/20/2021,Arizona,281887,752250,246960,0.375,,
141,1/21/2021,Arizona,303899,797550,262120,0.381,,
142,1/22/2021,Arizona,329349,822050,280227,0.401,,
143,1/23/2021,Arizona,360958,829500,305744,0.435,,
144,1/24/2021,Arizona,390623,829500,332095,0.471,,
145,1/25/2021,Arizona,413662,829500,350648,0.499,,
146,1/26/2021,Arizona,430892,837200,366018,0.515,,
147,1/27/2021,Arizona,458258,990000,389059,0.463,,
148,1/28/2021,Arizona,487149,1011375,412841,0.482,,
149,1/29/2021,Arizona,521097,1012275,439897,0.515,,
150,1/30/2021,Arizona,557369,1013375,469916,0.55,,
151,1/31/2021,Arizona,594104,1013375,500942,0.586,,
152,2/1/2021,Arizona,620608,1013375,524413,0.612,,
153,2/2/2021,Arizona,631662,1082050,534476,0.584,,
154,2/3/2021,Arizona,656040,1181000,553373,0.555,,
155,2/4/2021,Arizona,686116,1185700,573845,0.579,,
156,2/5/2021,Arizona,719458,1186000,597525,0.607,,
157,2/6/2021,Arizona,766788,1186000,629750,0.647,,
158,2/7/2021,Arizona,809230,1186000,656909,0.682,,
159,2/8/2021,Arizona,841018,1186000,678697,0.709,,
160,2/9/2021,Arizona,863807,1265950,695970,0.682,,
161,2/10/2021,Arizona,897757,1370175,719051,0.655,,
162,2/11/2021,Arizona,941575,1391475,747599,0.677,,
163,2/12/2021,Arizona,990296,1393475,780057,0.711,,
164,2/13/2021,Arizona,1041021,1393475,811080,0.747,,
165,2/14/2021,Arizona,1089155,1393575,840252,0.782,,
166,2/15/2021,Arizona,,,,,,
167,2/16/2021,Arizona,1154583,1396475,886107,0.827,,
168,2/17/2021,Arizona,1164900,1396475,892791,0.834,,
169,2/18/2021,Arizona,1202770,1396475,914468,0.861,,
170,2/19/2021,Arizona,1376405,1679175,1036237,0.82,,
171,2/20/2021,Arizona,1425295,1688255,1064109,0.844,,
172,2/21/2021,Arizona,1469676,1688255,1087921,0.871,,
173,2/22/2021,Arizona,1506572,1688255,1108935,0.892,,
174,2/23/2021,Arizona,1525794,1755635,1121773,0.869,,
175,2/24/2021,Arizona,1555942,1977925,1137371,0.787,,
176,1/12/2021,Arkansas,40879,274400,39357,0.149,,
177,1/13/2021,Arkansas,94854,297800,80458,0.319,,
178,1/14/2021,Arkansas,108316,297800,90339,0.364,,
179,1/15/2021,Arkansas,118338,297800,97829,0.397,,
180,1/16/2021,Arkansas,,,,,,
181,1/17/2021,Arkansas,,,,,,
182,1/18/2021,Arkansas,,,,,,
183,1/19/2021,Arkansas,142337,297800,118763,0.478,,
184,1/20/2021,Arkansas,173312,334825,144792,0.518,,
185,1/21/2021,Arkansas,173312,361550,144792,0.479,,
186,1/22/2021,Arkansas,201676,362050,167788,0.557,,
187,1/23/2021,Arkansas,201676,368650,167788,0.547,,
188,1/24/2021,Arkansas,214240,368650,179290,0.581,,
189,1/25/2021,Arkansas,221095,368650,185546,0.6,,
190,1/26/2021,Arkansas,236290,394775,196815,0.599,,
191,1/27/2021,Arkansas,252824,406175,209445,0.622,,
192,1/28/2021,Arkansas,252824,453300,209445,0.558,,
193,1/29/2021,Arkansas,269993,453500,221552,0.595,,
194,1/30/2021,Arkansas,288651,453700,233935,0.636,,
195,1/31/2021,Arkansas,303793,453700,244867,0.67,,
196,2/1/2021,Arkansas,311230,453700,249943,0.686,,
197,2/2/2021,Arkansas,314470,467800,251841,0.672,,
198,2/3/2021,Arkansas,322447,499325,256307,0.646,,
199,2/4/2021,Arkansas,338227,516925,266563,0.654,,
200,2/5/2021,Arkansas,351175,535550,274459,0.656,,
201,2/6/2021,Arkansas,374674,540050,290153,0.694,,
202,2/7/2021,Arkansas,393445,540050,300139,0.729,,
203,2/8/2021,Arkansas,401664,540050,304604,0.744,,
204,2/9/2021,Arkansas,404127,580775,305917,0.696,,
205,2/10/2021,Arkansas,418054,581875,311339,0.718,,
206,2/11/2021,Arkansas,430803,593775,316972,0.726,,
207,2/12/2021,Arkansas,447146,629900,325562,0.71,,
208,2/13/2021,Arkansas,457386,630700,330146,0.725,,
209,2/14/2021,Arkansas,472536,630700,338611,0.749,,
210,2/15/2021,Arkansas,,,,,,
211,2/16/2021,Arkansas,483438,631675,343637,0.765,,
212,2/17/2021,Arkansas,486949,649225,345271,0.75,,
213,2/18/2021,Arkansas,490737,664225,346623,0.739,,
214,2/19/2021,Arkansas,517271,691525,362972,0.748,,
215,2/20/2021,Arkansas,520904,691525,364735,0.753,,
216,2/21/2021,Arkansas,528467,691525,367436,0.764,,
217,2/22/2021,Arkansas,535413,691525,370403,0.774,,
218,2/23/2021,Arkansas,540192,794230,372786,0.68,,
219,2/24/2021,Arkansas,554466,816730,378225,0.679,,
220,1/12/2021,Bureau of Prisons,14663,16050,5199,0.914,,
221,1/13/2021,Bureau of Prisons,15694,16050,5395,0.978,,
222,1/14/2021,Bureau of Prisons,16118,16450,13997,0.98,,
223,1/15/2021,Bureau of Prisons,16685,16750,14565,0.996,,
224,1/16/2021,Bureau of Prisons,,,,,,
225,1/17/2021,Bureau of Prisons,,,,,,
226,1/18/2021,Bureau of Prisons,,,,,,
227,1/19/2021,Bureau of Prisons,17628,16750,15500,1.052,,
228,1/20/2021,Bureau of Prisons,19076,24750,15949,0.771,,
229,1/21/2021,Bureau of Prisons,20838,24750,17003,0.842,,
230,1/22/2021,Bureau of Prisons,21315,24750,17316,0.861,,
231,1/23/2021,Bureau of Prisons,23345,24750,18296,0.943,,
232,1/24/2021,Bureau of Prisons,24082,24750,18965,0.973,,
233,1/25/2021,Bureau of Prisons,24360,24750,18988,0.984,,
234,1/26/2021,Bureau of Prisons,25513,30050,19471,0.849,,
235,1/27/2021,Bureau of Prisons,27326,30050,20415,0.909,,
236,1/28/2021,Bureau of Prisons,28514,30050,21081,0.949,,
237,1/29/2021,Bureau of Prisons,29754,30050,21674,0.99,,
238,1/30/2021,Bureau of Prisons,30945,30050,22486,1.03,,
239,1/31/2021,Bureau of Prisons,31285,30050,22725,1.041,,
240,2/1/2021,Bureau of Prisons,31285,30050,22725,1.041,,
241,2/2/2021,Bureau of Prisons,32349,35950,23200,0.9,,
242,2/3/2021,Bureau of Prisons,34255,36450,24049,0.94,,
243,2/4/2021,Bureau of Prisons,36195,36650,24858,0.988,,
244,2/5/2021,Bureau of Prisons,38164,37050,25657,1.03,,
245,2/6/2021,Bureau of Prisons,39616,37050,26167,1.069,,
246,2/7/2021,Bureau of Prisons,40333,37050,26410,1.089,,
247,2/8/2021,Bureau of Prisons,40333,37050,26410,1.089,,
248,2/9/2021,Bureau of Prisons,41040,42475,26770,0.966,,
249,2/10/2021,Bureau of Prisons,42751,42475,27564,1.006,,
250,2/11/2021,Bureau of Prisons,44177,42475,28139,1.04,,
251,2/12/2021,Bureau of Prisons,45617,43775,29060,1.042,,
252,2/13/2021,Bureau of Prisons,46926,43775,29797,1.072,,
253,2/14/2021,Bureau of Prisons,47564,43775,30193,1.087,,
254,2/15/2021,Bureau of Prisons,,,,,,
255,2/16/2021,Bureau of Prisons,48090,44750,30719,1.075,,
256,2/17/2021,Bureau of Prisons,48614,45725,30901,1.063,,
257,2/18/2021,Bureau of Prisons,49050,45725,31146,1.073,,
258,2/19/2021,Bureau of Prisons,49913,47675,31519,1.047,,
259,2/20/2021,Bureau of Prisons,51072,49175,32074,1.039,,
260,2/21/2021,Bureau of Prisons,52266,49175,32591,1.063,,
261,2/22/2021,Bureau of Prisons,52347,49175,32591,1.065,,
262,2/23/2021,Bureau of Prisons,52743,49475,32628,1.066,,
263,2/24/2021,Bureau of Prisons,53728,57155,32980,0.94,,
264,1/12/2021,California,816301,3286050,703540,0.248,,
265,1/13/2021,California,891489,3435650,744545,0.259,,
266,1/14/2021,California,975293,3540175,801998,0.275,,
267,1/15/2021,California,1072959,3548575,865387,0.302,,
268,1/16/2021,California,,,,,,
269,1/17/2021,California,,,,,,
270,1/18/2021,California,,,,,,
271,1/19/2021,California,1460430,3548575,1195969,0.412,,
272,1/20/2021,California,1532329,4169450,1255311,0.368,,
273,1/21/2021,California,1633875,4379500,1335886,0.373,,
274,1/22/2021,California,1803679,4714625,1477195,0.383,,
275,1/23/2021,California,2008220,4906525,1661683,0.409,,
276,1/24/2021,California,2199908,4906525,1838464,0.448,,
277,1/25/2021,California,2330633,4906525,1954048,0.475,,
278,1/26/2021,California,2446577,5340275,2053652,0.458,,
279,1/27/2021,California,2579666,5452575,2156029,0.473,,
280,1/28/2021,California,2746876,5547100,2281453,0.495,,
281,1/29/2021,California,2910562,5640225,2415659,0.516,,
282,1/30/2021,California,3095781,5666150,2563559,0.546,,
283,1/31/2021,California,3285351,5666550,2717530,0.58,,
284,2/1/2021,California,3453284,5666550,2861767,0.609,,
285,2/2/2021,California,3543817,5670500,2940488,0.625,,
286,2/3/2021,California,3671316,6343925,3044980,0.579,,
287,2/4/2021,California,3723803,6438225,3085932,0.578,,
288,2/5/2021,California,3920632,6773350,3228084,0.579,,
289,2/6/2021,California,4137600,6963500,3389906,0.594,,
290,2/7/2021,California,4485166,6963500,3653538,0.644,,
291,2/8/2021,California,4682862,6963500,3811715,0.672,,
292,2/9/2021,California,4784478,7385225,3880253,0.648,,
293,2/10/2021,California,4957297,7607100,3994969,0.652,,
294,2/11/2021,California,5134864,7822300,4108216,0.656,,
295,2/12/2021,California,5341104,7963575,4222810,0.671,,
296,2/13/2021,California,5562553,8051475,4345018,0.691,,
297,2/14/2021,California,5820388,8059325,4493220,0.722,,
298,2/15/2021,California,,,,,,
299,2/16/2021,California,6210992,8250650,4708607,0.753,,
300,2/17/2021,California,6323011,8406525,4766592,0.752,,
301,2/18/2021,California,6496140,8722400,4865151,0.745,,
302,2/19/2021,California,6964603,9164130,5159868,0.76,,
303,2/20/2021,California,7201713,9178020,5285256,0.785,,
304,2/21/2021,California,7453468,9178020,5426591,0.812,,
305,2/22/2021,California,7604725,9178020,5503523,0.829,,
306,2/23/2021,California,7728120,10168620,5569473,0.76,,
307,2/24/2021,California,7876011,10702330,5649200,0.736,,
308,1/12/2021,Colorado,224428,516750,187838,0.434,,
309,1/13/2021,Colorado,239665,530800,198227,0.452,,
310,1/14/2021,Colorado,254706,531775,209300,0.479,,
311,1/15/2021,Colorado,272233,531775,223761,0.512,,
312,1/16/2021,Colorado,,,,,,
313,1/17/2021,Colorado,,,,,,
314,1/18/2021,Colorado,,,,,,
315,1/19/2021,Colorado,330292,531775,278639,0.621,,
316,1/20/2021,Colorado,340438,631400,287174,0.539,,
317,1/21/2021,Colorado,353194,657250,296816,0.537,,
318,1/22/2021,Colorado,377283,671200,313217,0.562,,
319,1/23/2021,Colorado,377283,692700,313211,0.545,,
320,1/24/2021,Colorado,434496,692700,355124,0.627,,
321,1/25/2021,Colorado,447880,692700,364889,0.647,,
322,1/26/2021,Colorado,457746,726450,372266,0.63,,
323,1/27/2021,Colorado,474527,775050,381679,0.612,,
324,1/28/2021,Colorado,495706,806950,394156,0.614,,
325,1/29/2021,Colorado,521879,813400,409939,0.642,,
326,1/30/2021,Colorado,545356,813400,423054,0.67,,
327,1/31/2021,Colorado,569234,813400,440576,0.7,,
328,2/1/2021,Colorado,589787,813400,455422,0.725,,
329,2/2/2021,Colorado,601347,871875,464938,0.69,,
330,2/3/2021,Colorado,617125,940800,472820,0.656,,
331,2/4/2021,Colorado,638923,983225,485332,0.65,,
332,2/5/2021,Colorado,661703,989075,495381,0.669,,
333,2/6/2021,Colorado,694860,991075,512024,0.701,,
334,2/7/2021,Colorado,729895,991075,528379,0.736,,
335,2/8/2021,Colorado,751960,991075,539961,0.759,,
336,2/9/2021,Colorado,757560,1045000,542165,0.725,,
337,2/10/2021,Colorado,787041,1110575,557204,0.709,,
338,2/11/2021,Colorado,815108,1162775,570979,0.701,,
339,2/12/2021,Colorado,844620,1204800,586187,0.701,,
340,2/13/2021,Colorado,885581,1210475,609445,0.732,,
341,2/14/2021,Colorado,926807,1210475,631243,0.766,,
342,2/15/2021,Colorado,,,,,,
343,2/16/2021,Colorado,1000597,1224575,686889,0.817,,
344,2/17/2021,Colorado,1024167,1230425,704742,0.832,,
345,2/18/2021,Colorado,1053041,1282300,724699,0.821,,
346,2/19/2021,Colorado,1132448,1332775,780757,0.85,,
347,2/20/2021,Colorado,1167895,1348800,800799,0.866,,
348,2/21/2021,Colorado,1202161,1348800,817009,0.891,,
349,2/22/2021,Colorado,1231699,1348800,831826,0.913,,
350,2/23/2021,Colorado,1233466,1417245,832798,0.87,,
351,2/24/2021,Colorado,1268302,1512970,847375,0.838,,
352,1/12/2021,Connecticut,151395,250775,56350,0.604,,
353,1/13/2021,Connecticut,161875,315025,58920,0.514,,
354,1/14/2021,Connecticut,171897,328675,156366,0.523,,
355,1/15/2021,Connecticut,185866,328775,166722,0.565,,
356,1/16/2021,Connecticut,,,,,,
357,1/17/2021,Connecticut,,,,,,
358,1/18/2021,Connecticut,,,,,,
359,1/19/2021,Connecticut,229524,328775,201664,0.698,,
360,1/20/2021,Connecticut,243140,430375,213145,0.565,,
361,1/21/2021,Connecticut,264707,435075,230913,0.608,,
362,1/22/2021,Connecticut,287440,477250,248753,0.602,,
363,1/23/2021,Connecticut,306796,492850,264042,0.622,,
364,1/24/2021,Connecticut,321737,492850,275126,0.653,,
365,1/25/2021,Connecticut,331264,492850,282674,0.672,,
366,1/26/2021,Connecticut,342643,515675,291257,0.664,,
367,1/27/2021,Connecticut,360991,543975,302710,0.664,,
368,1/28/2021,Connecticut,381160,571775,315317,0.667,,
369,1/29/2021,Connecticut,403370,577625,329149,0.698,,
370,1/30/2021,Connecticut,421191,578600,340886,0.728,,
371,1/31/2021,Connecticut,436842,578600,349879,0.755,,
372,2/1/2021,Connecticut,449253,578600,357588,0.776,,
373,2/2/2021,Connecticut,456090,574650,361495,0.794,,
374,2/3/2021,Connecticut,465008,608600,365975,0.764,,
375,2/4/2021,Connecticut,481826,666175,375795,0.723,,
376,2/5/2021,Connecticut,502347,668125,387627,0.752,,
377,2/6/2021,Connecticut,519400,740300,395554,0.702,,
378,2/7/2021,Connecticut,533941,740300,402227,0.721,,
379,2/8/2021,Connecticut,542414,740300,406697,0.733,,
380,2/9/2021,Connecticut,554322,800225,412601,0.693,,
381,2/10/2021,Connecticut,574750,801325,423296,0.717,,
382,2/11/2021,Connecticut,600249,812325,437058,0.739,,
383,2/12/2021,Connecticut,626678,814525,450204,0.769,,
384,2/13/2021,Connecticut,654766,847200,462710,0.773,,
385,2/14/2021,Connecticut,674704,854725,473106,0.789,,
386,2/15/2021,Connecticut,,,,,,
387,2/16/2021,Connecticut,711142,914075,494373,0.778,,
388,2/17/2021,Connecticut,738191,916075,509165,0.806,,
389,2/18/2021,Connecticut,767183,922075,525133,0.832,,
390,2/19/2021,Connecticut,822615,958925,558539,0.858,,
391,2/20/2021,Connecticut,847820,984275,572145,0.861,,
392,2/21/2021,Connecticut,860534,984275,579380,0.874,,
393,2/22/2021,Connecticut,882777,984275,595390,0.897,,
394,2/23/2021,Connecticut,892882,1025755,602697,0.87,,
395,2/24/2021,Connecticut,912033,1099225,618330,0.83,,
396,1/12/2021,Delaware,26410,88325,15911,0.299,,
397,1/13/2021,Delaware,28413,91250,16647,0.311,,
398,1/14/2021,Delaware,31090,91250,25649,0.341,,
399,1/15/2021,Delaware,31090,91250,25649,0.341,,
400,1/16/2021,Delaware,,,,,,
401,1/17/2021,Delaware,,,,,,
402,1/18/2021,Delaware,,,,,,
403,1/19/2021,Delaware,42557,91250,35679,0.466,,
404,1/20/2021,Delaware,45640,100375,38610,0.455,,
405,1/21/2021,Delaware,49369,106600,41900,0.463,,
406,1/22/2021,Delaware,54257,116325,45292,0.466,,
407,1/23/2021,Delaware,60023,116325,49442,0.516,,
408,1/24/2021,Delaware,64186,116325,52586,0.552,,
409,1/25/2021,Delaware,66914,116325,55131,0.575,,
410,1/26/2021,Delaware,68507,129250,56646,0.53,,
411,1/27/2021,Delaware,77449,140850,64952,0.55,,
412,1/28/2021,Delaware,82289,141825,68959,0.58,,
413,1/29/2021,Delaware,87300,143775,72684,0.607,,
414,1/30/2021,Delaware,92509,143775,76980,0.643,,
415,1/31/2021,Delaware,99954,143775,82970,0.695,,
416,2/1/2021,Delaware,102697,143775,84482,0.714,,
417,2/2/2021,Delaware,103770,143775,85143,0.722,,
418,2/3/2021,Delaware,107544,154700,88325,0.695,,
419,2/4/2021,Delaware,110784,161525,89727,0.686,,
420,2/5/2021,Delaware,114226,161525,92265,0.707,,
421,2/6/2021,Delaware,118475,161525,94962,0.733,,
422,2/7/2021,Delaware,123428,161525,98450,0.764,,
423,2/8/2021,Delaware,126650,161525,100736,0.784,,
424,2/9/2021,Delaware,127523,162525,101383,0.785,,
425,2/10/2021,Delaware,130116,183250,103319,0.71,,
426,2/11/2021,Delaware,133370,182225,105760,0.732,,
427,2/12/2021,Delaware,136591,188075,108096,0.726,,
428,2/13/2021,Delaware,142103,188075,111918,0.756,,
429,2/14/2021,Delaware,146437,188075,114564,0.779,,
430,2/15/2021,Delaware,,,,,,
431,2/16/2021,Delaware,152387,189050,117600,0.806,,
432,2/17/2021,Delaware,155111,189050,118666,0.82,,
433,2/18/2021,Delaware,159845,189050,121487,0.846,,
434,2/19/2021,Delaware,175305,204200,130818,0.858,,
435,2/20/2021,Delaware,180600,204200,133187,0.884,,
436,2/21/2021,Delaware,180940,204200,133251,0.886,,
437,2/22/2021,Delaware,183901,204200,134698,0.901,,
438,2/23/2021,Delaware,186619,247115,135175,0.755,,
439,2/24/2021,Delaware,189836,274055,135908,0.693,,
440,1/12/2021,Dept of Defense,139439,376150,131056,0.371,,
441,1/13/2021,Dept of Defense,139993,415500,131610,0.337,,
442,1/14/2021,Dept of Defense,179724,464775,159851,0.387,,
443,1/15/2021,Dept of Defense,201485,507975,179004,0.397,,
444,1/16/2021,Dept of Defense,,,,,,
445,1/17/2021,Dept of Defense,,,,,,
446,1/18/2021,Dept of Defense,,,,,,
447,1/19/2021,Dept of Defense,254778,507975,227934,0.502,,
448,1/20/2021,Dept of Defense,256867,499400,229553,0.514,,
449,1/21/2021,Dept of Defense,274473,574900,243577,0.477,,
450,1/22/2021,Dept of Defense,292490,614200,258285,0.476,,
451,1/23/2021,Dept of Defense,311567,677025,274128,0.46,,
452,1/24/2021,Dept of Defense,336450,677025,296176,0.497,,
453,1/25/2021,Dept of Defense,346180,677025,304294,0.511,,
454,1/26/2021,Dept of Defense,346180,689425,304294,0.502,,
455,1/27/2021,Dept of Defense,366010,769450,318701,0.476,,
456,1/28/2021,Dept of Defense,389927,794200,335627,0.491,,
457,1/29/2021,Dept of Defense,415720,808800,353482,0.514,,
458,1/30/2021,Dept of Defense,449958,816175,381304,0.551,,
459,1/31/2021,Dept of Defense,481172,816175,404643,0.59,,
460,2/1/2021,Dept of Defense,485125,816175,407915,0.594,,
461,2/2/2021,Dept of Defense,490377,807025,412800,0.608,,
462,2/3/2021,Dept of Defense,508965,872325,424284,0.583,,
463,2/4/2021,Dept of Defense,530849,921400,436270,0.576,,
464,2/5/2021,Dept of Defense,559379,940100,452438,0.595,,
465,2/6/2021,Dept of Defense,588731,978500,468020,0.602,,
466,2/7/2021,Dept of Defense,621487,978500,486222,0.635,,
467,2/8/2021,Dept of Defense,632927,978500,495849,0.647,,
468,2/9/2021,Dept of Defense,637359,998525,498855,0.638,,
469,2/10/2021,Dept of Defense,657414,1012225,511923,0.649,,
470,2/11/2021,Dept of Defense,679431,1037725,525007,0.655,,
471,2/12/2021,Dept of Defense,701736,1062500,536578,0.66,,
472,2/13/2021,Dept of Defense,726338,1080050,548146,0.673,,
473,2/14/2021,Dept of Defense,751746,1084925,561995,0.693,,
474,2/15/2021,Dept of Defense,,,,,,
475,2/16/2021,Dept of Defense,754935,1096375,563839,0.689,,
