,date,location,total_vaccinations,total_distributed,people_vaccinated,share_doses_used,,
1411,1/15/2021,Mississippi,84328,233550,75885,0.361,,
1412,1/16/2021,Mississippi,,,,,,
1413,1/17/2021,Mississippi,,,,,,
1414,1/18/2021,Mississippi,,,,,,
1415,1/19/2021,Mississippi,113572,233550,103946,0.486,,
1416,1/20/2021,Mississippi,122586,307950,112525,0.398,,
1417,1/21/2021,Mississippi,136691,334800,124931,0.408,,
1418,1/22/2021,Mississippi,150524,346400,136902,0.435,,
1419,1/23/2021,Mississippi,150524,358100,136902,0.42,,
1420,1/24/2021,Mississippi,177636,358100,161507,0.496,,
1421,1/25/2021,Mississippi,180960,358100,164715,0.505,,
1422,1/26/2021,Mississippi,182013,372050,165668,0.489,,
1423,1/27/2021,Mississippi,190239,396550,172522,0.48,,
1424,1/28/2021,Mississippi,201247,418050,181550,0.481,,
1425,1/29/2021,Mississippi,212748,425000,191145,0.501,,
1426,1/30/2021,Mississippi,222487,425000,199419,0.523,,
1427,1/31/2021,Mississippi,236401,425000,211689,0.556,,
1428,2/1/2021,Mississippi,238859,425000,213525,0.562,,
1429,2/2/2021,Mississippi,240125,438100,214460,0.548,,
1430,2/3/2021,Mississippi,250905,484850,222860,0.517,,
1431,2/4/2021,Mississippi,250905,494975,222860,0.507,,
1432,2/5/2021,Mississippi,275884,495950,238039,0.556,,
1433,2/6/2021,Mississippi,300464,515450,252569,0.583,,
1434,2/7/2021,Mississippi,321032,515450,264586,0.623,,
1435,2/8/2021,Mississippi,327429,515450,267797,0.635,,
1436,2/9/2021,Mississippi,329079,536625,268534,0.613,,
1437,2/10/2021,Mississippi,345507,570075,277287,0.606,,
1438,2/11/2021,Mississippi,365400,601625,286055,0.607,,
1439,2/12/2021,Mississippi,386333,609025,296066,0.634,,
1440,2/13/2021,Mississippi,407723,613900,303627,0.664,,
1441,2/14/2021,Mississippi,427198,614100,312244,0.696,,
1442,2/15/2021,Mississippi,,,,,,
1443,2/16/2021,Mississippi,438364,614100,318006,0.714,,
1444,2/17/2021,Mississippi,438364,614100,318006,0.714,,
1445,2/18/2021,Mississippi,438364,616050,318006,0.712,,
1446,2/19/2021,Mississippi,474304,647825,341669,0.732,,
1447,2/20/2021,Mississippi,481424,650750,345108,0.74,,
1448,2/21/2021,Mississippi,491117,650750,349797,0.755,,
1449,2/22/2021,Mississippi,499055,650750,353710,0.767,,
1450,2/23/2021,Mississippi,505655,720795,357173,0.702,,
1451,2/24/2021,Mississippi,525462,767265,365775,0.685,,
1452,1/12/2021,Missouri,161784,485175,107939,0.333,,
1453,1/13/2021,Missouri,161784,526425,107939,0.307,,
1454,1/14/2021,Missouri,175314,528300,145521,0.332,,
1455,1/15/2021,Missouri,190447,528800,153664,0.36,,
1456,1/16/2021,Missouri,,,,,,
1457,1/17/2021,Missouri,,,,,,
1458,1/18/2021,Missouri,,,,,,
1459,1/19/2021,Missouri,236254,528800,189793,0.447,,
1460,1/20/2021,Missouri,244476,572125,193867,0.427,,
1461,1/21/2021,Missouri,265382,621200,205217,0.427,,
1462,1/22/2021,Missouri,285697,657700,217597,0.434,,
1463,1/23/2021,Missouri,291723,661400,221849,0.441,,
1464,1/24/2021,Missouri,317737,661400,242937,0.48,,
1465,1/25/2021,Missouri,335695,661400,258298,0.508,,
1466,1/26/2021,Missouri,340273,665300,262230,0.511,,
1467,1/27/2021,Missouri,358150,750175,276990,0.477,,
1468,1/28/2021,Missouri,382552,822850,294872,0.465,,
1469,1/29/2021,Missouri,408441,834700,313161,0.489,,
1470,1/30/2021,Missouri,408441,835400,313161,0.489,,
1471,1/31/2021,Missouri,444384,835400,340708,0.532,,
1472,2/1/2021,Missouri,462202,835400,355387,0.553,,
1473,2/2/2021,Missouri,466406,824100,358762,0.566,,
1474,2/3/2021,Missouri,482112,904250,371382,0.533,,
1475,2/4/2021,Missouri,505207,945850,388692,0.534,,
1476,2/5/2021,Missouri,536188,957550,412990,0.56,,
1477,2/6/2021,Missouri,583949,961525,448830,0.607,,
1478,2/7/2021,Missouri,625152,961525,477412,0.65,,
1479,2/8/2021,Missouri,643439,961525,490686,0.669,,
1480,2/9/2021,Missouri,646863,962500,492766,0.672,,
1481,2/10/2021,Missouri,669658,1021500,507801,0.656,,
1482,2/11/2021,Missouri,694992,1058775,524638,0.656,,
1483,2/12/2021,Missouri,717483,1116475,537256,0.643,,
1484,2/13/2021,Missouri,806902,1129875,592128,0.714,,
1485,2/14/2021,Missouri,848026,1129975,613292,0.75,,
1486,2/15/2021,Missouri,,,,,,
1487,2/16/2021,Missouri,878941,1138575,630838,0.772,,
1488,2/17/2021,Missouri,892006,1138675,637707,0.783,,
1489,2/18/2021,Missouri,915475,1144775,646707,0.8,,
1490,2/19/2021,Missouri,1014248,1222875,708969,0.829,,
1491,2/20/2021,Missouri,1042872,1275555,723937,0.818,,
1492,2/21/2021,Missouri,1083721,1275555,736999,0.85,,
1493,2/22/2021,Missouri,1103908,1275555,745007,0.865,,
1494,2/23/2021,Missouri,1110913,1315095,747804,0.845,,
1495,2/24/2021,Missouri,1137233,1519205,759724,0.749,,
1496,1/12/2021,Montana,42083,78350,30887,0.537,,
1497,1/13/2021,Montana,44063,89550,31886,0.492,,
1498,1/14/2021,Montana,46620,98500,39103,0.473,,
1499,1/15/2021,Montana,49364,98500,41160,0.501,,
1500,1/16/2021,Montana,,,,,,
1501,1/17/2021,Montana,,,,,,
1502,1/18/2021,Montana,,,,,,
1503,1/19/2021,Montana,55893,98500,47209,0.567,,
1504,1/20/2021,Montana,57220,111625,48086,0.513,,
1505,1/21/2021,Montana,60389,112125,50413,0.539,,
1506,1/22/2021,Montana,66348,119500,54453,0.555,,
1507,1/23/2021,Montana,72544,119500,59289,0.607,,
1508,1/24/2021,Montana,76590,119500,62498,0.641,,
1509,1/25/2021,Montana,77356,119500,63224,0.647,,
1510,1/26/2021,Montana,77748,119500,63481,0.651,,
1511,1/27/2021,Montana,81169,133025,65746,0.61,,
1512,1/28/2021,Montana,86213,138725,68032,0.621,,
1513,1/29/2021,Montana,92589,141650,71534,0.654,,
1514,1/30/2021,Montana,99272,141650,75432,0.701,,
1515,1/31/2021,Montana,104525,141650,79584,0.738,,
1516,2/1/2021,Montana,106145,141650,80627,0.749,,
1517,2/2/2021,Montana,107324,141650,81420,0.758,,
1518,2/3/2021,Montana,110374,157275,83875,0.702,,
1519,2/4/2021,Montana,116148,163675,87042,0.71,,
1520,2/5/2021,Montana,122536,163675,91611,0.749,,
1521,2/6/2021,Montana,130883,163675,96394,0.8,,
1522,2/7/2021,Montana,137765,163675,101262,0.842,,
1523,2/8/2021,Montana,139273,163675,102365,0.851,,
1524,2/9/2021,Montana,140124,164650,102903,0.851,,
1525,2/10/2021,Montana,144343,192125,106038,0.751,,
1526,2/11/2021,Montana,149339,192125,109266,0.777,,
1527,2/12/2021,Montana,157695,194325,115415,0.812,,
1528,2/13/2021,Montana,167360,199825,122026,0.838,,
1529,2/14/2021,Montana,176810,199825,127657,0.885,,
1530,2/15/2021,Montana,,,,,,
1531,2/16/2021,Montana,181665,207250,130926,0.877,,
1532,2/17/2021,Montana,184579,207250,132847,0.891,,
1533,2/18/2021,Montana,190070,208225,136359,0.913,,
1534,2/19/2021,Montana,221225,250795,157930,0.882,,
1535,2/20/2021,Montana,228890,259215,161546,0.883,,
1536,2/21/2021,Montana,237099,259215,165472,0.915,,
1537,2/22/2021,Montana,240814,259215,167797,0.929,,
1538,2/23/2021,Montana,243015,260385,169164,0.933,,
1539,2/24/2021,Montana,246626,301215,170615,0.819,,
1540,1/12/2021,Nebraska,74439,177375,65924,0.42,,
1541,1/13/2021,Nebraska,79699,199800,69113,0.399,,
1542,1/14/2021,Nebraska,84920,199800,72079,0.425,,
1543,1/15/2021,Nebraska,91195,211500,77734,0.431,,
1544,1/16/2021,Nebraska,,,,,,
1545,1/17/2021,Nebraska,,,,,,
1546,1/18/2021,Nebraska,,,,,,
1547,1/19/2021,Nebraska,103689,211500,89054,0.49,,
1548,1/20/2021,Nebraska,106283,237500,91040,0.448,,
1549,1/21/2021,Nebraska,111841,238000,94850,0.47,,
1550,1/22/2021,Nebraska,118450,238100,99571,0.497,,
1551,1/23/2021,Nebraska,124069,238100,103620,0.521,,
1552,1/24/2021,Nebraska,132846,238100,109860,0.558,,
1553,1/25/2021,Nebraska,134033,238100,110672,0.563,,
1554,1/26/2021,Nebraska,135131,238100,111248,0.568,,
1555,1/27/2021,Nebraska,139573,284275,114154,0.491,,
1556,1/28/2021,Nebraska,150019,287400,116769,0.522,,
1557,1/29/2021,Nebraska,158370,288375,120121,0.549,,
1558,1/30/2021,Nebraska,167276,288375,125263,0.58,,
1559,1/31/2021,Nebraska,177711,288375,133002,0.616,,
1560,2/1/2021,Nebraska,180917,288375,134193,0.627,,
1561,2/2/2021,Nebraska,182412,297375,134877,0.613,,
1562,2/3/2021,Nebraska,188285,332525,138354,0.566,,
1563,2/4/2021,Nebraska,195126,344225,141657,0.567,,
1564,2/5/2021,Nebraska,204136,346175,147583,0.59,,
1565,2/6/2021,Nebraska,218405,346375,157139,0.631,,
1566,2/7/2021,Nebraska,230874,346375,163479,0.667,,
1567,2/8/2021,Nebraska,234061,346375,165037,0.676,,
1568,2/9/2021,Nebraska,235298,386775,165853,0.608,,
1569,2/10/2021,Nebraska,241067,398575,169053,0.605,,
1570,2/11/2021,Nebraska,247879,405600,172690,0.611,,
1571,2/12/2021,Nebraska,259906,407500,179502,0.638,,
1572,2/13/2021,Nebraska,273950,407500,188607,0.672,,
1573,2/14/2021,Nebraska,285708,407500,195639,0.701,,
1574,2/15/2021,Nebraska,,,,,,
1575,2/16/2021,Nebraska,290626,407500,198660,0.713,,
1576,2/17/2021,Nebraska,294904,427000,201138,0.691,,
1577,2/18/2021,Nebraska,305057,427000,206790,0.714,,
1578,2/19/2021,Nebraska,347754,472325,235260,0.736,,
1579,2/20/2021,Nebraska,360582,482975,244045,0.747,,
1580,2/21/2021,Nebraska,372655,482975,252022,0.772,,
1581,2/22/2021,Nebraska,380648,482975,258588,0.788,,
1582,2/23/2021,Nebraska,392756,514970,266231,0.763,,
1583,2/24/2021,Nebraska,405896,539590,271978,0.752,,
1584,1/12/2021,Nevada,61653,207150,31320,0.298,,
1585,1/13/2021,Nevada,61653,207150,31320,0.298,,
1586,1/14/2021,Nevada,76844,210075,62370,0.366,,
1587,1/15/2021,Nevada,83674,211750,67679,0.395,,
1588,1/16/2021,Nevada,,,,,,
1589,1/17/2021,Nevada,,,,,,
1590,1/18/2021,Nevada,,,,,,
1591,1/19/2021,Nevada,102840,211750,85391,0.486,,
1592,1/20/2021,Nevada,107133,276775,89110,0.387,,
1593,1/21/2021,Nevada,115991,278175,95837,0.417,,
1594,1/22/2021,Nevada,126458,281100,105222,0.45,,
1595,1/23/2021,Nevada,137031,286950,115160,0.478,,
1596,1/24/2021,Nevada,152203,286950,129223,0.53,,
1597,1/25/2021,Nevada,159869,286950,136670,0.557,,
1598,1/26/2021,Nevada,164362,338025,140934,0.486,,
1599,1/27/2021,Nevada,174367,338525,149464,0.515,,
1600,1/28/2021,Nevada,194942,339500,167481,0.574,,
1601,1/29/2021,Nevada,210185,339900,179805,0.618,,
1602,1/30/2021,Nevada,224192,368800,191175,0.608,,
1603,1/31/2021,Nevada,241078,368800,205892,0.654,,
1604,2/1/2021,Nevada,248754,368800,211931,0.674,,
1605,2/2/2021,Nevada,253174,417175,214342,0.607,,
1606,2/3/2021,Nevada,279471,417875,236799,0.669,,
1607,2/4/2021,Nevada,291601,424800,244381,0.686,,
1608,2/5/2021,Nevada,304323,425300,252886,0.716,,
1609,2/6/2021,Nevada,322252,427800,264060,0.753,,
1610,2/7/2021,Nevada,334073,427800,269657,0.781,,
1611,2/8/2021,Nevada,346685,427800,278091,0.81,,
1612,2/9/2021,Nevada,351531,510200,282040,0.689,,
1613,2/10/2021,Nevada,366333,521200,291370,0.703,,
1614,2/11/2021,Nevada,379077,533800,299502,0.71,,
1615,2/12/2021,Nevada,394172,533800,308611,0.738,,
1616,2/13/2021,Nevada,411057,533800,318400,0.77,,
1617,2/14/2021,Nevada,428423,534775,327691,0.801,,
1618,2/15/2021,Nevada,,,,,,
1619,2/16/2021,Nevada,446800,550375,336432,0.812,,
1620,2/17/2021,Nevada,453012,593275,340695,0.764,,
1621,2/18/2021,Nevada,466981,593275,346585,0.787,,
1622,2/19/2021,Nevada,522332,645250,380921,0.81,,
1623,2/20/2021,Nevada,555742,646450,393813,0.86,,
1624,2/21/2021,Nevada,569810,646450,400079,0.881,,
1625,2/22/2021,Nevada,586518,646450,405633,0.907,,
1626,2/23/2021,Nevada,598423,719880,410093,0.831,,
1627,2/24/2021,Nevada,606821,742630,414262,0.817,,
1628,1/12/2021,New Hampshire,50613,122350,11615,0.414,,
1629,1/13/2021,New Hampshire,55218,124300,12722,0.444,,
1630,1/14/2021,New Hampshire,58711,127225,53780,0.461,,
1631,1/15/2021,New Hampshire,62517,127225,56797,0.491,,
1632,1/16/2021,New Hampshire,,,,,,
1633,1/17/2021,New Hampshire,,,,,,
1634,1/18/2021,New Hampshire,,,,,,
1635,1/19/2021,New Hampshire,71556,127225,64402,0.562,,
1636,1/20/2021,New Hampshire,75418,145400,67366,0.519,,
1637,1/21/2021,New Hampshire,80639,155150,70281,0.52,,
1638,1/22/2021,New Hampshire,85595,162950,72979,0.525,,
1639,1/23/2021,New Hampshire,89816,162950,76609,0.551,,
1640,1/24/2021,New Hampshire,93338,162950,79942,0.573,,
1641,1/25/2021,New Hampshire,94623,162950,80674,0.581,,
1642,1/26/2021,New Hampshire,97002,180525,81417,0.537,,
1643,1/27/2021,New Hampshire,103080,190875,84813,0.54,,
1644,1/28/2021,New Hampshire,110451,200625,88624,0.551,,
1645,1/29/2021,New Hampshire,117408,203550,92305,0.577,,
1646,1/30/2021,New Hampshire,123740,217100,96148,0.57,,
1647,1/31/2021,New Hampshire,128313,217100,98524,0.591,,
1648,2/1/2021,New Hampshire,130515,217100,100041,0.601,,
1649,2/2/2021,New Hampshire,135799,226850,103364,0.599,,
1650,2/3/2021,New Hampshire,138271,235250,104042,0.588,,
1651,2/4/2021,New Hampshire,145086,244025,108112,0.595,,
1652,2/5/2021,New Hampshire,153145,245000,112544,0.625,,
1653,2/6/2021,New Hampshire,161178,257700,116523,0.625,,
1654,2/7/2021,New Hampshire,165887,257700,119552,0.644,,
1655,2/8/2021,New Hampshire,166603,257700,119763,0.646,,
1656,2/9/2021,New Hampshire,168727,267450,121201,0.631,,
1657,2/10/2021,New Hampshire,176192,277225,125466,0.636,,
1658,2/11/2021,New Hampshire,184103,298075,130806,0.618,,
1659,2/12/2021,New Hampshire,191114,298175,135257,0.641,,
1660,2/13/2021,New Hampshire,200675,311875,141108,0.643,,
1661,2/14/2021,New Hampshire,208541,311875,146718,0.669,,
1662,2/15/2021,New Hampshire,,,,,,
1663,2/16/2021,New Hampshire,216649,321625,151248,0.674,,
1664,2/17/2021,New Hampshire,218316,321625,152041,0.679,,
1665,2/18/2021,New Hampshire,226863,321625,157078,0.705,,
1666,2/19/2021,New Hampshire,241386,328525,166491,0.735,,
1667,2/20/2021,New Hampshire,250296,328525,171758,0.762,,
1668,2/21/2021,New Hampshire,260809,328525,179139,0.794,,
1669,2/22/2021,New Hampshire,267893,328525,184739,0.815,,
1670,2/23/2021,New Hampshire,274267,344165,190064,0.797,,
1671,2/24/2021,New Hampshire,282235,383145,195615,0.737,,
1672,1/12/2021,New Jersey,221045,654900,206737,0.338,,
1673,1/13/2021,New Jersey,262982,654900,236053,0.402,,
1674,1/14/2021,New Jersey,263422,658800,235152,0.4,,
1675,1/15/2021,New Jersey,317070,658800,278956,0.481,,
1676,1/16/2021,New Jersey,,,,,,
1677,1/17/2021,New Jersey,,,,,,
1678,1/18/2021,New Jersey,,,,,,
1679,1/19/2021,New Jersey,400148,658800,354653,0.607,,
1680,1/20/2021,New Jersey,432220,898550,381159,0.481,,
1681,1/21/2021,New Jersey,432220,923300,381159,0.468,,
1682,1/22/2021,New Jersey,464363,951875,406494,0.488,,
1683,1/23/2021,New Jersey,500889,989900,437711,0.506,,
1684,1/24/2021,New Jersey,535625,989900,468760,0.541,,
1685,1/25/2021,New Jersey,563141,989900,492061,0.569,,
1686,1/26/2021,New Jersey,575733,1091400,501812,0.528,,
1687,1/27/2021,New Jersey,611862,1207100,530412,0.507,,
1688,1/28/2021,New Jersey,648215,1230550,558156,0.527,,
1689,1/29/2021,New Jersey,727426,1231525,616618,0.591,,
1690,1/30/2021,New Jersey,768944,1232525,649035,0.624,,
1691,1/31/2021,New Jersey,795440,1232525,670153,0.645,,
1692,2/1/2021,New Jersey,810293,1232525,680591,0.657,,
1693,2/2/2021,New Jersey,836584,1235350,697318,0.677,,
1694,2/3/2021,New Jersey,851721,1252250,703957,0.68,,
1695,2/4/2021,New Jersey,851721,1433750,703957,0.594,,
1696,2/5/2021,New Jersey,884736,1435750,724879,0.616,,
1697,2/6/2021,New Jersey,1041289,1480825,791011,0.703,,
1698,2/7/2021,New Jersey,1074805,1480825,812914,0.726,,
1699,2/8/2021,New Jersey,1094886,1480825,822080,0.739,,
1700,2/9/2021,New Jersey,1096789,1480825,851190,0.741,,
1701,2/10/2021,New Jersey,1148733,1688975,883576,0.68,,
1702,2/11/2021,New Jersey,1196677,1770250,911345,0.676,,
1703,2/12/2021,New Jersey,1252742,1773525,941794,0.706,,
1704,2/13/2021,New Jersey,1309703,1775575,971241,0.738,,
1705,2/14/2021,New Jersey,1349327,1776775,992728,0.759,,
1706,2/15/2021,New Jersey,,,,,,
1707,2/16/2021,New Jersey,1427336,1790200,1037920,0.797,,
1708,2/17/2021,New Jersey,1480413,1790200,1067242,0.827,,
1709,2/18/2021,New Jersey,1542174,1790200,1103016,0.861,,
1710,2/19/2021,New Jersey,1604448,1809900,1139254,0.886,,
1711,2/20/2021,New Jersey,1648599,1809900,1157271,0.911,,
1712,2/21/2021,New Jersey,1689031,1917150,1172226,0.881,,
1713,2/22/2021,New Jersey,1711610,1917150,1183501,0.893,,
1714,2/23/2021,New Jersey,1759059,2114690,1205639,0.832,,
1715,2/24/2021,New Jersey,1803596,2297580,1227971,0.785,,
1716,1/12/2021,New Mexico,78235,177075,43344,0.442,,
1717,1/13/2021,New Mexico,81855,199525,45873,0.41,,
1718,1/14/2021,New Mexico,89415,204750,73428,0.437,,
1719,1/15/2021,New Mexico,99305,204750,80172,0.485,,
1720,1/16/2021,New Mexico,,,,,,
1721,1/17/2021,New Mexico,,,,,,
1722,1/18/2021,New Mexico,,,,,,
1723,1/19/2021,New Mexico,138150,204750,112450,0.675,,
1724,1/20/2021,New Mexico,143302,225850,116128,0.635,,
1725,1/21/2021,New Mexico,152465,237725,122956,0.641,,
1726,1/22/2021,New Mexico,162045,248300,130211,0.653,,
1727,1/23/2021,New Mexico,184698,257075,148964,0.718,,
1728,1/24/2021,New Mexico,200141,257075,162636,0.779,,
1729,1/25/2021,New Mexico,204670,257075,166530,0.796,,
1730,1/26/2021,New Mexico,210136,270725,171579,0.776,,
1731,1/27/2021,New Mexico,217075,303625,176038,0.715,,
1732,1/28/2021,New Mexico,224692,314750,180272,0.714,,
1733,1/29/2021,New Mexico,238755,317800,189082,0.751,,
1734,1/30/2021,New Mexico,248321,317900,195327,0.781,,
1735,1/31/2021,New Mexico,264147,317900,204968,0.831,,
1736,2/1/2021,New Mexico,275224,317900,212216,0.866,,
1737,2/2/2021,New Mexico,277617,351050,213941,0.791,,
1738,2/3/2021,New Mexico,284830,356150,219033,0.8,,
1739,2/4/2021,New Mexico,294566,364775,224290,0.808,,
1740,2/5/2021,New Mexico,306945,364875,231864,0.841,,
1741,2/6/2021,New Mexico,322611,364875,240516,0.884,,
1742,2/7/2021,New Mexico,331793,364875,245330,0.909,,
1743,2/8/2021,New Mexico,342786,364875,251082,0.939,,
1744,2/9/2021,New Mexico,346064,405500,253534,0.853,,
1745,2/10/2021,New Mexico,354627,411350,258073,0.862,,
1746,2/11/2021,New Mexico,369864,428675,264105,0.863,,
1747,2/12/2021,New Mexico,388806,429950,272325,0.904,,
1748,2/13/2021,New Mexico,399911,429950,276820,0.93,,
1749,2/14/2021,New Mexico,419882,429950,286538,0.977,,
1750,2/15/2021,New Mexico,,,,,,
1751,2/16/2021,New Mexico,443359,448500,300709,0.989,,
1752,2/17/2021,New Mexico,447379,454350,302820,0.985,,
1753,2/18/2021,New Mexico,456034,454450,306504,1.003,,
1754,2/19/2021,New Mexico,562580,599575,379606,0.938,,
1755,2/20/2021,New Mexico,578916,605885,386679,0.955,,
1756,2/21/2021,New Mexico,595951,605885,394841,0.984,,
1757,2/22/2021,New Mexico,604732,605885,399799,0.998,,
1758,2/23/2021,New Mexico,612496,660415,404641,0.927,,
1759,2/24/2021,New Mexico,618666,680475,407609,0.909,,
1760,1/12/2021,New York State,579532,1622100,543014,0.357,,
1761,1/13/2021,New York State,632473,1796850,587865,0.352,,
1762,1/14/2021,New York State,688576,1872625,617596,0.368,,
1763,1/15/2021,New York State,757466,1884325,671311,0.402,,
1764,1/16/2021,New York State,,,,,,
1765,1/17/2021,New York State,,,,,,
1766,1/18/2021,New York State,,,,,,
1767,1/19/2021,New York State,1000319,1884325,884908,0.531,,
1768,1/20/2021,New York State,1046490,2057875,926339,0.509,,
1769,1/21/2021,New York State,1116441,2213975,982183,0.504,,
1770,1/22/2021,New York State,1203994,2367075,1048453,0.509,,
1771,1/23/2021,New York State,1282515,2395950,1105935,0.535,,
1772,1/24/2021,New York State,1365404,2395950,1172921,0.57,,
1773,1/25/2021,New York State,1418313,2395950,1215450,0.592,,
1774,1/26/2021,New York State,1453972,2401900,1245215,0.605,,
1775,1/27/2021,New York State,1518697,2744450,1286705,0.553,,
1776,1/28/2021,New York State,1630504,2812625,1320572,0.58,,
1777,1/29/2021,New York State,1703218,2823575,1359970,0.603,,
1778,1/30/2021,New York State,1791935,2932775,1417373,0.611,,
1779,1/31/2021,New York State,1875462,2932775,1473614,0.639,,
1780,2/1/2021,New York State,1927665,2932775,1511266,0.657,,
1781,2/2/2021,New York State,1966446,2987075,1541235,0.658,,
1782,2/3/2021,New York State,2003170,3241250,1562945,0.618,,
1783,2/4/2021,New York State,2060301,3377325,1576553,0.61,,
1784,2/5/2021,New York State,2132305,3378300,1610832,0.631,,
1785,2/6/2021,New York State,2225316,3378300,1661253,0.659,,
1786,2/7/2021,New York State,2336867,3378300,1722302,0.692,,
1787,2/8/2021,New York State,2418074,3378300,1767666,0.716,,
1788,2/9/2021,New York State,2441693,3428000,1795592,0.712,,
1789,2/10/2021,New York State,2535824,3731300,1833754,0.68,,
1790,2/11/2021,New York State,2620734,3843300,1869595,0.682,,
1791,2/12/2021,New York State,2712546,3870175,1907783,0.701,,
1792,2/13/2021,New York State,2821335,3941225,1959193,0.716,,
1793,2/14/2021,New York State,2925186,3969050,2007952,0.737,,
1794,2/15/2021,New York State,,,,,,
1795,2/16/2021,New York State,3110432,3993825,2102037,0.779,,
1796,2/17/2021,New York State,3178252,4018450,2138943,0.791,,
1797,2/18/2021,New York State,3253874,4022525,2176004,0.809,,
1798,2/19/2021,New York State,3447521,4165325,2296133,0.828,,
1799,2/20/2021,New York State,3535997,4165325,2334012,0.849,,
1800,2/21/2021,New York State,3621973,4171175,2369520,0.868,,
1801,2/22/2021,New York State,3711664,4171175,2408373,0.89,,
1802,2/23/2021,New York State,3772702,4836200,2433665,0.78,,
1803,2/24/2021,New York State,3821059,5349415,2457363,0.714,,
1804,1/12/2021,North Carolina,211610,836450,189213,0.253,,
1805,1/13/2021,North Carolina,266938,852000,228686,0.313,,
1806,1/14/2021,North Carolina,268212,969700,233038,0.277,,
1807,1/15/2021,North Carolina,302824,999650,259859,0.303,,
1808,1/16/2021,North Carolina,,,,,,
1809,1/17/2021,North Carolina,,,,,,
1810,1/18/2021,North Carolina,,,,,,
1811,1/19/2021,North Carolina,400779,999650,346533,0.401,,
1812,1/20/2021,North Carolina,427480,1118250,368818,0.382,,
1813,1/21/2021,North Carolina,473282,1157100,406257,0.409,,
1814,1/22/2021,North Carolina,524914,1192375,450144,0.44,,
1815,1/23/2021,North Carolina,577007,1246600,497387,0.463,,
1816,1/24/2021,North Carolina,636439,1246600,552194,0.511,,
1817,1/25/2021,North Carolina,676037,1246600,589436,0.542,,
1818,1/26/2021,North Carolina,699722,1250900,611853,0.559,,
1819,1/27/2021,North Carolina,716748,1397275,627980,0.513,,
1820,1/28/2021,North Carolina,849801,1399775,728551,0.607,,
1821,1/29/2021,North Carolina,851223,1400375,729507,0.608,,
1822,1/30/2021,North Carolina,898736,1423475,762635,0.631,,
1823,1/31/2021,North Carolina,951657,1423475,800782,0.669,,
1824,2/1/2021,North Carolina,975743,1423475,818858,0.685,,
1825,2/2/2021,North Carolina,976153,1490350,819119,0.655,,
1826,2/3/2021,North Carolina,1026683,1643800,855450,0.625,,
1827,2/4/2021,North Carolina,1063474,1715675,875375,0.62,,
1828,2/5/2021,North Carolina,1110074,1718275,902198,0.646,,
1829,2/6/2021,North Carolina,1171240,1718275,939554,0.682,,
1830,2/7/2021,North Carolina,1242541,1718275,979112,0.723,,
1831,2/8/2021,North Carolina,1274361,1718275,999151,0.742,,
1832,2/9/2021,North Carolina,1287493,1722275,1005714,0.748,,
1833,2/10/2021,North Carolina,1336079,1831875,1033527,0.729,,
1834,2/11/2021,North Carolina,1382652,1938075,1050246,0.713,,
1835,2/12/2021,North Carolina,1447413,1985050,1075646,0.729,,
1836,2/13/2021,North Carolina,1523425,2047050,1114685,0.744,,
1837,2/14/2021,North Carolina,1617435,2067725,1166560,0.782,,
1838,2/15/2021,North Carolina,,,,,,
1839,2/16/2021,North Carolina,1684845,2074400,1198710,0.812,,
1840,2/17/2021,North Carolina,1734825,2075375,1223476,0.836,,
1841,2/18/2021,North Carolina,1782267,2119250,1238992,0.841,,
1842,2/19/2021,North Carolina,1959215,2293000,1339762,0.854,,
1843,2/20/2021,North Carolina,2008811,2363200,1353909,0.85,,
1844,2/21/2021,North Carolina,2068505,2363200,1373952,0.875,,
1845,2/22/2021,North Carolina,2105120,2363200,1385902,0.891,,
1846,2/23/2021,North Carolina,2118218,2591415,1389913,0.817,,
1847,2/24/2021,North Carolina,2164489,2770825,1406859,0.781,,
1848,1/12/2021,North Dakota,39479,53525,33648,0.738,,
1849,1/13/2021,North Dakota,40728,66725,34317,0.61,,
1850,1/14/2021,North Dakota,42774,68675,35293,0.623,,
1851,1/15/2021,North Dakota,46410,68675,38506,0.676,,
1852,1/16/2021,North Dakota,,,,,,
1853,1/17/2021,North Dakota,,,,,,
1854,1/18/2021,North Dakota,,,,,,
1855,1/19/2021,North Dakota,56608,68675,47616,0.824,,
1856,1/20/2021,North Dakota,57657,78150,48350,0.738,,
1857,1/21/2021,North Dakota,59245,82850,48986,0.715,,
1858,1/22/2021,North Dakota,64105,86750,51018,0.739,,
1859,1/23/2021,North Dakota,68999,86750,53491,0.795,,
1860,1/24/2021,North Dakota,73175,86750,56158,0.844,,
1861,1/25/2021,North Dakota,75242,86750,57996,0.867,,
1862,1/26/2021,North Dakota,75457,86750,58131,0.87,,
1863,1/27/2021,North Dakota,77230,96425,58673,0.801,,
1864,1/28/2021,North Dakota,80051,105900,60164,0.756,,
1865,1/29/2021,North Dakota,86175,106875,63773,0.806,,
1866,1/30/2021,North Dakota,91585,108050,66885,0.848,,
1867,1/31/2021,North Dakota,97915,108050,70822,0.906,,
1868,2/1/2021,North Dakota,99481,108050,71587,0.921,,
1869,2/2/2021,North Dakota,99990,122050,71735,0.819,,
1870,2/3/2021,North Dakota,103572,122150,72589,0.848,,
1871,2/4/2021,North Dakota,106900,131625,74387,0.812,,
